 # Gnuplot DataFile Version
 # i x y bathy h zs Manning u v
      38  9.37500000E+02  1.25000000E+01 -9.38289085E-01  1.00000000E+00  6.17109149E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      39  9.62500000E+02  1.25000000E+01  6.10300161E-01  1.00000000E+00  1.61030016E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      40  9.87500000E+02  1.25000000E+01 -2.47851854E-01  1.00000000E+00  7.52148146E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      41  1.25000000E+01  3.75000000E+01 -5.98248598E-03  1.00000000E+00  9.94017514E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      42  3.75000000E+01  3.75000000E+01 -2.67561176E-01  1.00000000E+00  7.32438824E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      43  6.25000000E+01  3.75000000E+01 -5.60496726E-01  1.00000000E+00  4.39503274E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      44  8.75000000E+01  3.75000000E+01  6.36443375E-01  1.00000000E+00  1.63644337E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      45  1.12500000E+02  3.75000000E+01  9.86166516E-01  1.00000000E+00  1.98616652E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      46  1.37500000E+02  3.75000000E+01 -5.10431734E-01  1.00000000E+00  4.89568266E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      47  1.62500000E+02  3.75000000E+01 -4.55747954E-01  1.00000000E+00  5.44252046E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      48  1.87500000E+02  3.75000000E+01 -9.26617771E-01  1.00000000E+00  7.33822294E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      49  2.12500000E+02  3.75000000E+01 -6.05654847E-01  1.00000000E+00  3.94345153E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      50  2.37500000E+02  3.75000000E+01 -4.45395756E-01  1.00000000E+00  5.54604244E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      51  2.62500000E+02  3.75000000E+01  6.78131645E-01  1.00000000E+00  1.67813164E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      52  2.87500000E+02  3.75000000E+01  4.31827320E-01  1.00000000E+00  1.43182732E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      53  3.12500000E+02  3.75000000E+01  9.58920598E-01  1.00000000E+00  1.95892060E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      54  3.37500000E+02  3.75000000E+01 -1.43604037E-01  1.00000000E+00  8.56395963E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      55  3.62500000E+02  3.75000000E+01 -7.98346345E-01  1.00000000E+00  2.01653655E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      56  3.87500000E+02  3.75000000E+01 -7.61416868E-01  1.00000000E+00  2.38583132E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      57  4.12500000E+02  3.75000000E+01 -7.32299337E-01  1.00000000E+00  2.67700663E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      58  4.37500000E+02  3.75000000E+01  4.06542981E-03  1.00000000E+00  1.00406543E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      59  4.62500000E+02  3.75000000E+01  5.23048454E-01  1.00000000E+00  1.52304845E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      60  4.87500000E+02  3.75000000E+01  8.70015014E-01  1.00000000E+00  1.87001501E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      61  5.12500000E+02  3.75000000E+01  6.95774785E-02  1.00000000E+00  1.06957748E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      62  5.37500000E+02  3.75000000E+01 -2.62874281E-01  1.00000000E+00  7.37125719E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      63  5.62500000E+02  3.75000000E+01  2.57640648E-02  1.00000000E+00  1.02576406E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      64  5.87500000E+02  3.75000000E+01  5.75245284E-01  1.00000000E+00  1.57524528E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      65  6.12500000E+02  3.75000000E+01 -6.05455565E-01  1.00000000E+00  3.94544435E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      66  6.37500000E+02  3.75000000E+01 -6.78783371E-01  1.00000000E+00  3.21216629E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      67  6.62500000E+02  3.75000000E+01 -9.13459003E-01  1.00000000E+00  8.65409968E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      68  6.87500000E+02  3.75000000E+01 -6.50455217E-01  1.00000000E+00  3.49544783E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      69  7.12500000E+02  3.75000000E+01  2.69543656E-01  1.00000000E+00  1.26954366E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      70  7.37500000E+02  3.75000000E+01 -3.48170109E-01  1.00000000E+00  6.51829891E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      71  7.62500000E+02  3.75000000E+01 -8.77683744E-01  1.00000000E+00  1.22316256E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      72  7.87500000E+02  3.75000000E+01 -6.64986548E-01  1.00000000E+00  3.35013452E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      73  8.12500000E+02  3.75000000E+01 -8.83911452E-01  1.00000000E+00  1.16088548E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      74  8.37500000E+02  3.75000000E+01 -4.05378689E-01  1.00000000E+00  5.94621311E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      75  8.62500000E+02  3.75000000E+01 -9.46473242E-01  1.00000000E+00  5.35267579E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      76  8.87500000E+02  3.75000000E+01 -4.51688796E-02  1.00000000E+00  9.54831120E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      77  9.12500000E+02  3.75000000E+01  1.61625845E-01  1.00000000E+00  1.16162584E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      78  9.37500000E+02  3.75000000E+01  8.80252354E-01  1.00000000E+00  1.88025235E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      79  9.62500000E+02  3.75000000E+01 -4.78569655E-01  1.00000000E+00  5.21430345E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      80  9.87500000E+02  3.75000000E+01 -4.41479578E-01  1.00000000E+00  5.58520422E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      81  1.25000000E+01  6.25000000E+01 -2.22133777E-01  1.00000000E+00  7.77866223E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      82  3.75000000E+01  6.25000000E+01 -9.22805164E-01  1.00000000E+00  7.71948364E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      83  6.25000000E+01  6.25000000E+01  8.67690341E-01  1.00000000E+00  1.86769034E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      84  8.75000000E+01  6.25000000E+01  5.96017279E-01  1.00000000E+00  1.59601728E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      85  1.12500000E+02  6.25000000E+01  6.44978475E-01  1.00000000E+00  1.64497847E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      86  1.37500000E+02  6.25000000E+01  1.31753819E-01  1.00000000E+00  1.13175382E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      87  1.62500000E+02  6.25000000E+01 -4.55407585E-01  1.00000000E+00  5.44592415E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      88  1.87500000E+02  6.25000000E+01 -5.64947174E-01  1.00000000E+00  4.35052826E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      89  2.12500000E+02  6.25000000E+01  3.81153889E-01  1.00000000E+00  1.38115389E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      90  2.37500000E+02  6.25000000E+01  8.45212841E-01  1.00000000E+00  1.84521284E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      91  2.62500000E+02  6.25000000E+01 -2.37008896E-01  1.00000000E+00  7.62991104E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      92  2.87500000E+02  6.25000000E+01 -1.01501098E-01  1.00000000E+00  8.98498902E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      93  3.12500000E+02  6.25000000E+01 -3.41664032E-01  1.00000000E+00  6.58335968E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      94  3.37500000E+02  6.25000000E+01 -5.72670355E-01  1.00000000E+00  4.27329645E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      95  3.62500000E+02  6.25000000E+01 -7.40812302E-01  1.00000000E+00  2.59187698E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      96  3.87500000E+02  6.25000000E+01  1.39403546E-01  1.00000000E+00  1.13940355E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      97  4.12500000E+02  6.25000000E+01 -3.42636639E-01  1.00000000E+00  6.57363361E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      98  4.37500000E+02  6.25000000E+01 -8.09230132E-01  1.00000000E+00  1.90769868E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
      99  4.62500000E+02  6.25000000E+01  8.36185138E-01  1.00000000E+00  1.83618514E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     100  4.87500000E+02  6.25000000E+01 -7.66004509E-01  1.00000000E+00  2.33995491E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     101  5.12500000E+02  6.25000000E+01 -8.56193929E-01  1.00000000E+00  1.43806071E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     102  5.37500000E+02  6.25000000E+01  7.96759260E-01  1.00000000E+00  1.79675926E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     103  5.62500000E+02  6.25000000E+01  9.10743014E-01  1.00000000E+00  1.91074301E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     104  5.87500000E+02  6.25000000E+01  4.33256348E-01  1.00000000E+00  1.43325635E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     105  6.12500000E+02  6.25000000E+01 -2.25020687E-01  1.00000000E+00  7.74979313E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     106  6.37500000E+02  6.25000000E+01  4.75225974E-01  1.00000000E+00  1.47522597E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     107  6.62500000E+02  6.25000000E+01  4.58719477E-01  1.00000000E+00  1.45871948E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     108  6.87500000E+02  6.25000000E+01  9.60961101E-01  1.00000000E+00  1.96096110E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     109  7.12500000E+02  6.25000000E+01 -4.20474387E-01  1.00000000E+00  5.79525613E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     110  7.37500000E+02  6.25000000E+01 -3.14378457E-01  1.00000000E+00  6.85621543E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     111  7.62500000E+02  6.25000000E+01 -1.11089879E-01  1.00000000E+00  8.88910121E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     112  7.87500000E+02  6.25000000E+01 -7.61144773E-01  1.00000000E+00  2.38855227E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     113  8.12500000E+02  6.25000000E+01 -3.67239481E-02  1.00000000E+00  9.63276052E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     114  8.37500000E+02  6.25000000E+01 -9.98738683E-01  1.00000000E+00  1.26131663E-03  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     115  8.62500000E+02  6.25000000E+01 -8.80356106E-01  1.00000000E+00  1.19643894E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     116  8.87500000E+02  6.25000000E+01 -6.14383111E-01  1.00000000E+00  3.85616889E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     117  9.12500000E+02  6.25000000E+01  3.58235454E-01  1.00000000E+00  1.35823545E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     118  9.37500000E+02  6.25000000E+01  6.03469246E-01  1.00000000E+00  1.60346925E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     119  9.62500000E+02  6.25000000E+01  4.41048308E-01  1.00000000E+00  1.44104831E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     120  9.87500000E+02  6.25000000E+01  9.11711479E-01  1.00000000E+00  1.91171148E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     121  1.25000000E+01  8.75000000E+01  1.08678609E-01  1.00000000E+00  1.10867861E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     122  3.75000000E+01  8.75000000E+01 -2.28846589E-01  1.00000000E+00  7.71153411E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     123  6.25000000E+01  8.75000000E+01 -3.58835185E-01  1.00000000E+00  6.41164815E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     124  8.75000000E+01  8.75000000E+01 -2.64391871E-01  1.00000000E+00  7.35608129E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     125  1.12500000E+02  8.75000000E+01 -7.25763198E-02  1.00000000E+00  9.27423680E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     126  1.37500000E+02  8.75000000E+01 -1.54400161E-01  1.00000000E+00  8.45599839E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     127  1.62500000E+02  8.75000000E+01 -5.69328360E-02  1.00000000E+00  9.43067164E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     128  1.87500000E+02  8.75000000E+01  9.24570212E-02  1.00000000E+00  1.09245702E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     129  2.12500000E+02  8.75000000E+01 -4.43656183E-01  1.00000000E+00  5.56343817E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     130  2.37500000E+02  8.75000000E+01 -5.57667035E-01  1.00000000E+00  4.42332965E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     131  2.62500000E+02  8.75000000E+01  8.18492517E-01  1.00000000E+00  1.81849252E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     132  2.87500000E+02  8.75000000E+01 -5.73086483E-01  1.00000000E+00  4.26913517E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     133  3.12500000E+02  8.75000000E+01 -8.05166683E-01  1.00000000E+00  1.94833317E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     134  3.37500000E+02  8.75000000E+01 -3.46934284E-01  1.00000000E+00  6.53065716E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     135  3.62500000E+02  8.75000000E+01 -3.61523406E-01  1.00000000E+00  6.38476594E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     136  3.87500000E+02  8.75000000E+01 -3.84854875E-01  1.00000000E+00  6.15145125E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     137  4.12500000E+02  8.75000000E+01  6.99363783E-01  1.00000000E+00  1.69936378E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     138  4.37500000E+02  8.75000000E+01 -8.75640272E-01  1.00000000E+00  1.24359728E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     139  4.62500000E+02  8.75000000E+01  6.10751907E-01  1.00000000E+00  1.61075191E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     140  4.87500000E+02  8.75000000E+01  3.56843358E-01  1.00000000E+00  1.35684336E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     141  5.12500000E+02  8.75000000E+01  1.64731033E-01  1.00000000E+00  1.16473103E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     142  5.37500000E+02  8.75000000E+01 -7.42538812E-01  1.00000000E+00  2.57461188E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     143  5.62500000E+02  8.75000000E+01 -9.48118006E-01  1.00000000E+00  5.18819942E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     144  5.87500000E+02  8.75000000E+01 -3.36867799E-01  1.00000000E+00  6.63132201E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     145  6.12500000E+02  8.75000000E+01 -8.26321860E-01  1.00000000E+00  1.73678140E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     146  6.37500000E+02  8.75000000E+01  4.72054294E-01  1.00000000E+00  1.47205429E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     147  6.62500000E+02  8.75000000E+01  3.81361642E-01  1.00000000E+00  1.38136164E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     148  6.87500000E+02  8.75000000E+01  2.08037102E-01  1.00000000E+00  1.20803710E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     149  7.12500000E+02  8.75000000E+01  7.21356006E-01  1.00000000E+00  1.72135601E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     150  7.37500000E+02  8.75000000E+01 -6.36567943E-01  1.00000000E+00  3.63432057E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     151  7.62500000E+02  8.75000000E+01  2.81442429E-01  1.00000000E+00  1.28144243E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     152  7.87500000E+02  8.75000000E+01 -8.69344436E-01  1.00000000E+00  1.30655564E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     153  8.12500000E+02  8.75000000E+01  2.54507633E-01  1.00000000E+00  1.25450763E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     154  8.37500000E+02  8.75000000E+01 -1.03986893E-01  1.00000000E+00  8.96013107E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     155  8.62500000E+02  8.75000000E+01  1.39175414E-01  1.00000000E+00  1.13917541E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     156  8.87500000E+02  8.75000000E+01 -8.52254150E-01  1.00000000E+00  1.47745850E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     157  9.12500000E+02  8.75000000E+01  9.24882240E-02  1.00000000E+00  1.09248822E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     158  9.37500000E+02  8.75000000E+01  2.11924596E-01  1.00000000E+00  1.21192460E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     159  9.62500000E+02  8.75000000E+01  7.91661204E-01  1.00000000E+00  1.79166120E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     160  9.87500000E+02  8.75000000E+01 -7.84772235E-01  1.00000000E+00  2.15227765E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     161  1.25000000E+01  1.12500000E+02 -1.38517810E-01  1.00000000E+00  8.61482190E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     162  3.75000000E+01  1.12500000E+02 -5.15752501E-01  1.00000000E+00  4.84247499E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     163  6.25000000E+01  1.12500000E+02  6.79722152E-01  1.00000000E+00  1.67972215E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     164  8.75000000E+01  1.12500000E+02  3.93778443E-01  1.00000000E+00  1.39377844E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     165  1.12500000E+02  1.12500000E+02 -7.51376039E-01  1.00000000E+00  2.48623961E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     166  1.37500000E+02  1.12500000E+02  9.94759526E-01  1.00000000E+00  1.99475953E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     167  1.62500000E+02  1.12500000E+02 -5.96844762E-03  1.00000000E+00  9.94031552E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     168  1.87500000E+02  1.12500000E+02  2.73210245E-01  1.00000000E+00  1.27321024E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     169  2.12500000E+02  1.12500000E+02 -7.97240036E-01  1.00000000E+00  2.02759964E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     170  2.37500000E+02  1.12500000E+02 -5.90233836E-01  1.00000000E+00  4.09766164E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     171  2.62500000E+02  1.12500000E+02  4.42065805E-01  1.00000000E+00  1.44206581E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     172  2.87500000E+02  1.12500000E+02 -3.93244859E-01  1.00000000E+00  6.06755141E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     173  3.12500000E+02  1.12500000E+02  3.09424066E-01  1.00000000E+00  1.30942407E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     174  3.37500000E+02  1.12500000E+02 -9.66486511E-01  1.00000000E+00  3.35134889E-02  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     175  3.62500000E+02  1.12500000E+02 -3.44924414E-01  1.00000000E+00  6.55075586E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     176  3.87500000E+02  1.12500000E+02  3.36817882E-02  1.00000000E+00  1.03368179E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     177  4.12500000E+02  1.12500000E+02  5.63483232E-01  1.00000000E+00  1.56348323E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     178  4.37500000E+02  1.12500000E+02 -4.61520794E-01  1.00000000E+00  5.38479206E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     179  4.62500000E+02  1.12500000E+02 -8.93975861E-02  1.00000000E+00  9.10602414E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     180  4.87500000E+02  1.12500000E+02  5.86560371E-01  1.00000000E+00  1.58656037E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     181  5.12500000E+02  1.12500000E+02  8.29051939E-01  1.00000000E+00  1.82905194E+00  2.50000000E-02  0.00000000E+00  0.00000000E+00 
     182  5.37500000E+02  1.12500000E+02 -2.66416548E-01  1.00000000E+00  7.33583452E-01  2.50000000E-02  0.00000000E+00  0.00000000E+00 
